nombre_tabla,mes,anio,ext,url_csv
ubicacion_sensores,octubre,2021,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/947cc866-78b9-431b-82c6-0fe0ab6ca39d/download/infosensoresmedicionconteo102021.csv
ubicacion_sensores,noviembre,2021,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/718c665f-0971-4605-a231-e2d8e7a36e9f/download/infosensoresmedicionconteo112021.csv
ubicacion_sensores,diciembre,2021,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/c4222024-ffd7-4e72-9f6a-5db2e78ce6af/download/infosensoresmedicionconteo122021.csv
ubicacion_sensores,enero,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/d603302d-9154-4b91-bfaa-b664b8b08c12/download/infosensoresmedicionconteo012022.csv
ubicacion_sensores,febrero,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/fc6eb156-f10c-400b-98a8-3962b50de08c/download/infosensoresmedicionconteo022022.csv
ubicacion_sensores,marzo,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/6af23998-decd-4aa3-b1d0-fde63f4f3f36/download/infosensoresmedicionconteo032022.csv
ubicacion_sensores,abril,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/5738f636-20de-4552-91d9-44ec5f22d465/download/infosensoresmedicionconteo042022.csv
ubicacion_sensores,mayo,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/99d8b7d3-d22e-4414-8b22-75672e0840b8/download/infosensoresmedicionconteo052022.csv
ubicacion_sensores,junio,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/18c109dd-2d41-4054-9ee1-1681af76abfb/download/infosensoresmedicionconteo062022.csv
ubicacion_sensores,julio,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/7cbcb059-5ecb-4349-b472-c0d76ef9b097/download/infosensoresmedicionconteo072022.csv
ubicacion_sensores,agosto,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/98a86f23-3504-4127-a95e-42257d98ea9b/download/infosensoresmedicionconteo082022.csv
ubicacion_sensores,septiembre,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/ab7dbabb-680f-4406-be3e-c59154c513de/download/infosensoresmedicionconteo092022.csv
ubicacion_sensores,octubre,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/b21e6804-97ff-43c3-985a-b70b800d9a8f/download/infosensoresmedicionconteo102022.csv
ubicacion_sensores,noviembre,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/59f64931-6926-4e20-8f7e-165106fc81f5/download/infosensoresmedicionconteo112022.csv
ubicacion_sensores,diciembre,2022,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/66e8521e-2675-4a42-b057-06c7a18912ca/download/infosensoresmedicionconteo122022.csv
ubicacion_sensores,enero,2023,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/d410baba-2038-4700-a2ea-4b0a7737245c/download/infosensoresmedicionconteo012023.csv
ubicacion_sensores,febrero,2023,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/e7b048b9-0d04-413c-b0ef-92687b945a97/download/infosensoresmedicionconteo022023.csv
ubicacion_sensores,marzo,2023,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/954b85ad-ba67-4b67-b9c0-0b270da54cc4/download/infosensoresmedicionconteo032023.csv
ubicacion_sensores,abril,2023,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/c3428ca6-8da2-40f0-bb31-c251f1e9e8fa/download/infosensoresmedicionconteo042023.csv
ubicacion_sensores,mayo,2023,csv,https://catalogodatos.gub.uy/dataset/d786b5ec-e651-4cb2-8235-71c4445b3761/resource/e419e00b-4852-4bc0-9911-0480f5b723df/download/infosensoresmedicionconteo052023.csv
